channel_slug: vendor-youtube
captured_at: 2026-05-06
captured_by: claude-code-subagent

# Evidence entries
# Format:
#   ID | type | vendor_slug_or_NA | url | accessed_iso | quote_or_observation | confidence (high/med/low)

E-VY-001 | rss_feed | peptide-sciences | https://www.youtube.com/feeds/videos.xml?channel_id=UCCtUy2rCuK04YdAjN9mrQ5g | 2026-05-06 | YouTube channel RSS for "Peptide Sciences" (channel ID UCCtUy2rCuK04YdAjN9mrQ5g). 15-entry rolling window returns 14 uploads between 2025-10-23 and 2025-11-07 (16-day burst) plus 1 single 2026 upload on 2026-01-21. Last upload 2026-01-21 = ~3.5 months prior to access date. All RSS-window titles match "What is X and How Does It Work?" or "X vs Y: A Comprehensive Analysis" patterns. View counts on RSS-window videos: 695 (most recent) up to 2,718 (highest). Raw artifact: 03_raw_fetches/vendor-youtube/peptide-sciences__channel-rss.md | high
E-VY-015 | channel_page | pure-rawz | https://www.youtube.com/channel/UC4toWjbHA1hQB5CsY5CXrNw | 2026-05-06 | Pure Rawz YouTube channel exists. Channel name: "Pure Rawz". Handle: @purerawz2114. RSS reports channel published 2016-06-14. Subscriber count (via Jina): 6. RSS feed returned 0 video entries; Jina rendered page reports "This channel has no playlists." About description not displayed. Channel is effectively dormant despite ~10-year existence. Raw artifact: 03_raw_fetches/vendor-youtube/pure-rawz__rss-and-channel.md | high

E-VY-016 | site_block | pure-rawz | https://purerawz.com/ | 2026-05-06 | Direct WebFetch of vendor site failed with HTTP 403 (anti-bot challenge). Per non-negotiable rule "no bypass of anti-bot," did not attempt circumvention. Vendor social presence mapped via independent search: Instagram @official_purerawz (with sub-accounts @purerawz.active 887 followers, @purerawzrevolution 11K followers); Facebook /PureRawzOfficial; X /purerawz; aggregator Linktree https://linktr.ee/purerawz.co. Linktree aggregator does NOT list YouTube. Pattern: brand prioritizes IG/TikTok/FB/X over YouTube. | med

E-VY-017 | site_footer | biotech-peptides | https://www.biotechpeptides.com/ | 2026-05-06 | Direct WebFetch of vendor homepage. Verbatim: "No YouTube URLs found. No social media links found... The website appears to focus on direct contact through email (support@biotechpeptides.com) rather than maintaining active social media presence links on this particular page." Cross-checked at /about-us page: same finding. No discoverable Biotech Peptides YouTube channel via WebSearch (returned only Limitless Biotech and unrelated channels). Vendor has zero YouTube presence. | high

E-VY-018 | site_footer | core-peptides | https://corepeptides.com/ | 2026-05-06 | Direct WebFetch of vendor homepage and /about-us page. Verbatim: "No YouTube links found. No social media links found." Footer contains only internal links (Peptides for Sale, About Us, Shipping/Returns, Privacy Policy, Terms and Conditions, Contact). No discoverable Core Peptides YouTube channel via WebSearch. Vendor has zero YouTube presence. | high

E-VY-019 | site_footer | domestic-supply | https://domestic-supply.com/ | 2026-05-06 | Direct WebFetch of vendor homepage. Verbatim: "No YouTube URLs were found on this page in the footer, header, or social icons sections. No social media icon links appear on this page." Footer contains crypto payment icons (Bitcoin, Ethereum, Litecoin, Dash) and forum verification badges (Meso Morph, Evolutionary, EliteFitness, Anabolex, IronOverload). Notable: forum badges substitute for social-channel reach — vendor source-list strategy bypasses YouTube. | high

E-VY-020 | site_unreachable | peptide-guys | https://www.peptide.guys/ | 2026-05-06 | Direct WebFetch returned ECONNREFUSED — domain may be unresolved/inactive. Search "peptideguys" or "peptide guys" on YouTube returns 0 vendor-named channels (closest hit "@thepeptideguy" is an unrelated personality channel, see E-VY-022). Anchor vendor "Peptide Guys" appears to have no detectable YouTube channel AND no reachable website at fetched DNS. | med

E-VY-021 | site_block | swiss-chems | https://swisschems.is/ | 2026-05-06 | Direct WebFetch of vendor site and /contact-us page failed with HTTP 403 (anti-bot challenge). Per rule, did not bypass. Vendor social presence mapped via independent search: Instagram @swisschemsofficial (430 followers, "The Future of Research with Innovation & Quality"); secondary IG @swiss_chems.is (inactive); X/Twitter @SwissChemsNew; TikTok @SwissChems-official. WebSearch for "swisschems youtube channel" returned only third-party review videos and an unrelated "@chems" gaming channel (UCAcrJDgQZAbwnCEFdueGUBQ — World of Tanks content, verified unrelated via RSS). No vendor-operated Swiss Chems YouTube channel discoverable. | med

E-VY-022 | adjacent_channel | NA | https://www.youtube.com/@thepeptideguy | 2026-05-06 | Channel "The Peptide Guy" (@thepeptideguy). 751 subscribers. 3 videos. Verbatim About: "🧬 Educating the world on peptides & longevity." Recent videos: "This Peptide Has REAL Human Data — Tesamorelin Explained" (47); "BPC157 and TB500 - The 'Wolverine Stack'" (86); "What Is MOTS-C? The Mitochondrial Peptide Boosting Energy & Longevity" (1K). NOT operated by anchor vendor "Peptide Guys" (singular vs plural; personality-led education content vs vendor storefront). Logged here to document the namespace-collision risk and to note the highest-engagement single video ("MOTS-C") sits in the same 1K-view band as Peptide Sciences vendor explainers — i.e., independent education channels can match vendor channel reach. | med

E-VY-023 | channel_termination | sports-technology-labs | https://www.youtube.com/channel/UCi169pJ3xkU_bJcfDWakgiQ | 2026-05-06 | Posture-reference (clinical/COA) vendor channel. Verbatim removal notice on the channel URL: "This channel was removed because it violated our Community Guidelines." Channel ID UCi169pJ3xkU_bJcfDWakgiQ still resolves; RSS endpoint returns HTTP 404 (confirms full removal vs demonetization). Vendor website https://sportstechnologylabs.com/ social footer now shows only Facebook + X — no YouTube link, presumably removed after termination. KEY DATA POINT: Sports Technology Labs is among the most clinically positioned vendors in the universe (third-party tested, accredited US labs, public COAs, "lab use only" framing) and YouTube STILL terminated their channel under Community Guidelines. Compliance posture did not protect them. Raw artifact: 03_raw_fetches/vendor-youtube/sports-technology-labs__channel-removed.md | high

E-VY-024 | namespace_collision | NA | https://www.youtube.com/feeds/videos.xml?channel_id=UCqQPtxhuPyg0CFMopoZ8Y1g | 2026-05-06 | The "Behemoth" channel UCqQPtxhuPyg0CFMopoZ8Y1g (often surfaced by WebSearch as a candidate Behemoth Labz channel) is the Polish blackened death-metal band Behemoth, NOT the vendor. Channel published 2006-12-13. Recent uploads include "BEHEMOTH - Avgvr (The Dread Vvltvre) (Official Music Video)" 339K views, "BEHEMOTH - Sowing Salt (Official Music Video)" 710K views, "BEHEMOTH - Nomen Barbarvm" 227K views. Logged to demonstrate the search-result-disambiguation hazard: shared brand strings between vendor and music-act namespaces can mislead SOV measurement. | high

E-VY-025 | methodology_note | NA | https://www.youtube.com/feeds/videos.xml?channel_id=<X> | 2026-05-06 | Methodology disclosure. YouTube channel pages are JavaScript-rendered single-page apps; direct WebFetch of any /channel/UC... or /@handle URL returns only the static footer HTML and yields zero useful per-channel metadata. Working extraction paths used for this research: (1) RSS feed at https://www.youtube.com/feeds/videos.xml?channel_id=<UC-id> — returns title, last 15 video entries with titles, video IDs, publish timestamps, view counts, and ratings; (2) text-reader proxy r.jina.ai — successfully renders the JS DOM and returns subscriber counts, About description, and video lists; (3) oEmbed at https://www.youtube.com/oembed?url=<video-url>&format=json — returns title, author_name, author_url for a single video. oEmbed proved the canonical vendor handle for Peptide Sciences is @Peptide.Sciences, not @PeptideSciences_. Caveat: r.jina.ai is a third-party proxy and could in principle alter content; spot-checked Peptide Sciences subscriber count "1.64K" and Amino Asylum "181 subscribers" against RSS-derived activity (cadence, view counts) for internal consistency. | high

E-VY-026 | absence_pattern | NA | various vendor sites | 2026-05-06 | Cross-vendor absence summary (anchor vendor universe of 10): vendors with NO discoverable owned YouTube channel = 4 (Biotech Peptides, Core Peptides, Domestic Supply, Peptide Guys; the Peptide Guys site is also unreachable). Vendors with reserved-but-empty channels = 1 (Behemoth Labz, 2 channels both empty). Vendors with dormant low-engagement channels = 2 (Pure Rawz 6 subs / 0 RSS entries; Nationwide Peptides 3 subs / 2 shorts; Limitless Biotech 4 subs / 4 videos — all single-digit-subscriber tier). Vendors with active-but-fading channels = 1 (Amino Asylum 181 subs / 19 videos / last upload 2025-04-04, ~13 months stale). Vendors with substantive sustained channels = 1 (Peptide Sciences 1.64K subs / 25 videos / clinical-explainer cadence — but corroborated brand wind-down signals). Net pattern: 80% of anchor vendors have either no YouTube channel or a vestigial one with double-digit-or-fewer subscribers. Despite the 2025-2026 mainstream peptide hype cycle, the anchor vendor cohort is essentially absent from YouTube as a discovery surface. | high

E-VY-027 | content_format_taxonomy | peptide-sciences | https://www.youtube.com/channel/UCCtUy2rCuK04YdAjN9mrQ5g | 2026-05-06 | Content format observation across 15-entry RSS window: 100% talking-head/voice-over educational explainers in two title formats — "What is X and How Does It Work?" (e.g., LAQHCYJ4-8k Humanin, EW9-h5QaW60 Ipamorelin, baW8rbyJovo CJC-1295 DAC) and "X vs Y: A Comprehensive Analysis" (e.g., WJcRbQhvPEM GHRP-2 vs GHRP-6, vzKZf9cS4HM Semax vs Selank, eHqSQGXI2lY BPC-157 vs TB-500). Zero observed: customer-testimonial-style "research log" content; lab-tour content; podcast clips; vialing/syringe demonstrations; live-stream content; product-unboxing. The channel deliberately stays in a clinical-explainer lane. Each video description ends with a direct deeplink to the corresponding peptidesciences.com product page (e.g., LAQHCYJ4-8k links to https://www.peptidesciences.com/humanin-10mg). | high

E-VY-028 | content_format_taxonomy | amino-asylum | https://www.youtube.com/channel/UCMqM-mwKh3oZPlXqIcrCJZQ | 2026-05-06 | Content format observation: mix of long-form vlog/talking-head and Shorts. Recent content (post-2024-12-30) is 100% Shorts, suggesting attempted format pivot. Long-form videos (e.g., WRKTi9QDsuk "4 Recommended and Tested Products", fQC7CWIlQOc "Amino How To: L-carnitine") are EXPLICITLY age-restricted by the uploader and have NO description text — only hashtags. Title language signals customer-style ("Amino Asylums Best Products in the Market", "Recovering from knee surgery", "Aminoasylum bring the best") rather than vendor-clinical. Shorts emphasize "shredded", "fat burner", "MASS MONSTER" — bodybuilding-aesthetic vocabulary. Zero in-video disclaimers visible (descriptions empty); zero product-page deeplinks in video descriptions. Channel-header points to Telegram (t.me/aminoasylums), not website. | high

E-VY-029 | comment_moderation | peptide-sciences | https://www.youtube.com/watch?v=LAQHCYJ4-8k | 2026-05-06 | Comment posture observation. On Peptide Sciences video LAQHCYJ4-8k: 0 comments. On LwixaMgqfJ4: 2 comments visible (both questioning channel status). On tF8XT0stXts: 3 comments. On O7Dg9TU1muQ: 1 comment. Comments are enabled (comment count visible) but engagement is single-digit per video. No pinned comments observed. No moderator-visible deletions or community-guidelines warnings on viewed videos. Posture is best characterized as "open / minimally-moderated / minimal-engagement" — comments left mostly unattended by the channel operator. | high

E-VY-030 | comment_moderation | amino-asylum | https://www.youtube.com/watch?v=gEVqNv9D1Qo | 2026-05-06 | Comment posture observation on Amino Asylum Short gEVqNv9D1Qo: 4 comments visible. One commenter quoted: "Running the slupp and shredder right now" (verbatim from extraction). Engagement style is conversational/testimonial — viewers describing personal product use in present tense. No pinned vendor comment redirecting users off-platform. No visible moderation. Posture: "open / unmoderated / customer-conversational" — opposite end of spectrum from Peptide Sciences "open / unmoderated / silent." | high

E-VY-031 | age_restriction | amino-asylum | https://www.youtube.com/watch?v=WRKTi9QDsuk | 2026-05-06 | Verbatim age-restriction language on viewed Amino Asylum long-form videos (WRKTi9QDsuk, fQC7CWIlQOc, EEoAU7h37Dk): "Age-restricted video (requested by uploader)". Explicit "requested by uploader" wording — i.e., uploader voluntarily applied the age gate, not YouTube's automated age-restriction system. None of the viewed Peptide Sciences videos showed any age-restriction notice. Self-applied age gate is a partial pre-emptive defense against algorithmic takedown but also suppresses discovery (age-restricted content does not surface in non-logged-in feeds and is excluded from recommendations to under-18 sessions). | high

E-VY-032 | site_footer | peptide-sciences | https://www.peptidesciences.com/ | 2026-05-06 | Direct WebFetch of Peptide Sciences vendor homepage failed with HTTP 403 (anti-bot challenge). Per non-negotiable rule "no bypass of anti-bot," did not attempt circumvention. Cannot directly verify whether Peptide Sciences website footer links to YouTube. Cross-source mention from search-result snippet: vendor's official YouTube was at @PeptideSciences_ AND @Peptide.Sciences (oEmbed authoritative vendor URL = @Peptide.Sciences). | low

E-VY-033 | rss_feed | behemoth-labz-channel-B | https://www.youtube.com/feeds/videos.xml?channel_id=UCQwocryfKf0wN2Oy5wQtpCQ | 2026-05-06 | Second Behemoth Labz channel (UCQwocryfKf0wN2Oy5wQtpCQ). Channel published 2022-05-14T14:33:10+00:00. RSS contains zero video entries. Jina-rendered page returns "This channel doesn't have any content. Video Count: Zero". Confirms vendor reserved two YouTube handles within 3 days of each other in May 2022 but never uploaded to either. | high

E-VY-034 | adjacent_evidence | NA | https://www.statnews.com/2025/05/08/peptide-craze-social-media-wellness-influencers-hype-carries-risks/ | 2026-05-06 | STAT News article (May 2025) characterizes the broader peptide craze as social-media-driven (TikTok, Instagram, podcasts) but does NOT identify YouTube vendor channels as the primary push surface. CNN (Nov 2025): "The trend of unproven peptides is spreading through influencers and RFK Jr. allies." NPR (Feb 2026): "Influencers are promoting peptides for better health." Across mainstream coverage of the peptide phenomenon, the vehicle described is third-party influencer promotion, not vendor-owned YouTube channels. This corroborates E-VY-026 — the vendor-owned-YouTube channel is structurally not the discovery surface. | med

E-VY-035 | regulatory_corroboration | NA | https://www.legitscript.com/about/press/problematic-peptides-legitscript-data-findings/ | 2026-05-06 | LegitScript: "In 2024, LegitScript observed 308% more ads related to problematic peptides than in 2023, and 678% more compared to 2022." Ad volume across Google/Meta/TikTok/marketplaces tracked by LegitScript is GROWING, but the vendor universe in this research shows their owned YouTube channels are dormant. Disconnect implies the marketing engine that drives the peptide hype is paid placements and third-party-creator content rather than vendor-published longform video. | med
